userId	geneSymbol	geneName	entrezgene	score	gLink
2027	ENO3	enolase 3	2027	1.18251135719221	https://www.ncbi.nlm.nih.gov/gene/?term=2027
203	AK1	adenylate kinase 1	203	3.38187410148976	https://www.ncbi.nlm.nih.gov/gene/?term=203
2036	EPB41L1	erythrocyte membrane protein band 4.1 like 1	2036	2.86470166794262	https://www.ncbi.nlm.nih.gov/gene/?term=2036
204	AK2	adenylate kinase 2	204	-0.712510770257544	https://www.ncbi.nlm.nih.gov/gene/?term=204
2042	EPHA3	EPH receptor A3	2042	2.51053199184985	https://www.ncbi.nlm.nih.gov/gene/?term=2042
204474	PDILT	protein disulfide isomerase like, testis expressed	204474	0.367194552458751	https://www.ncbi.nlm.nih.gov/gene/?term=204474
2048	EPHB2	EPH receptor B2	2048	2.90386656659563	https://www.ncbi.nlm.nih.gov/gene/?term=2048
2056	EPO	erythropoietin	2056	-4.9502324971463	https://www.ncbi.nlm.nih.gov/gene/?term=2056
2057	EPOR	erythropoietin receptor	2057	2.95996380325527	https://www.ncbi.nlm.nih.gov/gene/?term=2057
2066	ERBB4	erb-b2 receptor tyrosine kinase 4	2066	1.00081271311216	https://www.ncbi.nlm.nih.gov/gene/?term=2066
2069	EREG	epiregulin	2069	0.971457295083272	https://www.ncbi.nlm.nih.gov/gene/?term=2069
207	AKT1	AKT serine/threonine kinase 1	207	-0.0936522514836046	https://www.ncbi.nlm.nih.gov/gene/?term=207
2081	ERN1	endoplasmic reticulum to nucleus signaling 1	2081	-2.55170721295313	https://www.ncbi.nlm.nih.gov/gene/?term=2081
210	ALAD	aminolevulinate dehydratase	210	2.2292803511433	https://www.ncbi.nlm.nih.gov/gene/?term=210
2101	ESRRA	estrogen related receptor alpha	2101	-0.971359095423919	https://www.ncbi.nlm.nih.gov/gene/?term=2101
212	ALAS2	5'-aminolevulinate synthase 2	212	2.45658124255468	https://www.ncbi.nlm.nih.gov/gene/?term=212
213	ALB	albumin	213	2.5175943343012	https://www.ncbi.nlm.nih.gov/gene/?term=213
214	ALCAM	activated leukocyte cell adhesion molecule	214	2.99039682032151	https://www.ncbi.nlm.nih.gov/gene/?term=214
2146	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	2146	0.786965609158744	https://www.ncbi.nlm.nih.gov/gene/?term=2146
2147	F2	coagulation factor II, thrombin	2147	4.93507291289091	https://www.ncbi.nlm.nih.gov/gene/?term=2147
2155	F7	coagulation factor VII	2155	4.20850870198132	https://www.ncbi.nlm.nih.gov/gene/?term=2155
2159	F10	coagulation factor X	2159	2.59396766177089	https://www.ncbi.nlm.nih.gov/gene/?term=2159
2160	F11	coagulation factor XI	2160	0.13625667942766	https://www.ncbi.nlm.nih.gov/gene/?term=2160
2165	F13B	coagulation factor XIII B chain	2165	1.63266968634704	https://www.ncbi.nlm.nih.gov/gene/?term=2165
2169	FABP2	fatty acid binding protein 2	2169	2.79058051278403	https://www.ncbi.nlm.nih.gov/gene/?term=2169
2170	FABP3	fatty acid binding protein 3	2170	7.90911183842465	https://www.ncbi.nlm.nih.gov/gene/?term=2170
2171	FABP5	fatty acid binding protein 5	2171	-4.27569342628388	https://www.ncbi.nlm.nih.gov/gene/?term=2171
2182	ACSL4	acyl-CoA synthetase long chain family member 4	2182	-1.32176332823931	https://www.ncbi.nlm.nih.gov/gene/?term=2182
2184	FAH	fumarylacetoacetate hydrolase	2184	1.09484392949325	https://www.ncbi.nlm.nih.gov/gene/?term=2184
2185	PTK2B	protein tyrosine kinase 2 beta	2185	-1.39944801420159	https://www.ncbi.nlm.nih.gov/gene/?term=2185
2186	BPTF	bromodomain PHD finger transcription factor	2186	-2.16907556787323	https://www.ncbi.nlm.nih.gov/gene/?term=2186
2188	FANCF	FA complementation group F	2188	0.468808852295959	https://www.ncbi.nlm.nih.gov/gene/?term=2188
219	ALDH1B1	aldehyde dehydrogenase 1 family member B1	219	-0.789957405491159	https://www.ncbi.nlm.nih.gov/gene/?term=219
219402	MTIF3	mitochondrial translational initiation factor 3	219402	-1.43775954658391	https://www.ncbi.nlm.nih.gov/gene/?term=219402
2202	EFEMP1	EGF containing fibulin extracellular matrix protein 1	2202	-0.317994319826195	https://www.ncbi.nlm.nih.gov/gene/?term=2202
220388	CCDC89	coiled-coil domain containing 89	220388	0.512286940217953	https://www.ncbi.nlm.nih.gov/gene/?term=220388
2208	FCER2	Fc epsilon receptor II	2208	-0.657207558331491	https://www.ncbi.nlm.nih.gov/gene/?term=2208
2209	FCGR1A	Fc gamma receptor Ia	2209	0.46523094430711	https://www.ncbi.nlm.nih.gov/gene/?term=2209
221120	ALKBH3	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase	221120	-0.697387663347443	https://www.ncbi.nlm.nih.gov/gene/?term=221120
2212	FCGR2A	Fc gamma receptor IIa	2212	0.45325923665293	https://www.ncbi.nlm.nih.gov/gene/?term=2212
2213	FCGR2B	Fc gamma receptor IIb	2213	2.32385057111348	https://www.ncbi.nlm.nih.gov/gene/?term=2213
2214	FCGR3A	Fc gamma receptor IIIa	2214	1.17225785723906	https://www.ncbi.nlm.nih.gov/gene/?term=2214
2215	FCGR3B	Fc gamma receptor IIIb	2215	2.28771893292735	https://www.ncbi.nlm.nih.gov/gene/?term=2215
2219	FCN1	ficolin 1	2219	2.13012947004148	https://www.ncbi.nlm.nih.gov/gene/?term=2219
2220	FCN2	ficolin 2	2220	-2.3260382630862	https://www.ncbi.nlm.nih.gov/gene/?term=2220
2235	FECH	ferrochelatase	2235	1.28592477330166	https://www.ncbi.nlm.nih.gov/gene/?term=2235
2246	FGF1	fibroblast growth factor 1	2246	2.15327031189082	https://www.ncbi.nlm.nih.gov/gene/?term=2246
2247	FGF2	fibroblast growth factor 2	2247	-0.610107503591746	https://www.ncbi.nlm.nih.gov/gene/?term=2247
2251	FGF6	fibroblast growth factor 6	2251	1.00491485049471	https://www.ncbi.nlm.nih.gov/gene/?term=2251
2252	FGF7	fibroblast growth factor 7	2252	0.532402636654988	https://www.ncbi.nlm.nih.gov/gene/?term=2252
2253	FGF8	fibroblast growth factor 8	2253	-0.609915050744733	https://www.ncbi.nlm.nih.gov/gene/?term=2253
2254	FGF9	fibroblast growth factor 9	2254	1.57488460000183	https://www.ncbi.nlm.nih.gov/gene/?term=2254
2255	FGF10	fibroblast growth factor 10	2255	0.187360922482814	https://www.ncbi.nlm.nih.gov/gene/?term=2255
226	ALDOA	aldolase, fructose-bisphosphate A	226	-1.12296109699056	https://www.ncbi.nlm.nih.gov/gene/?term=226
2260	FGFR1	fibroblast growth factor receptor 1	2260	2.87994388270634	https://www.ncbi.nlm.nih.gov/gene/?term=2260
2261	FGFR3	fibroblast growth factor receptor 3	2261	-1.62308001070201	https://www.ncbi.nlm.nih.gov/gene/?term=2261
2263	FGFR2	fibroblast growth factor receptor 2	2263	2.98017404523193	https://www.ncbi.nlm.nih.gov/gene/?term=2263
2264	FGFR4	fibroblast growth factor receptor 4	2264	1.21214399211637	https://www.ncbi.nlm.nih.gov/gene/?term=2264
2267	FGL1	fibrinogen like 1	2267	-7.97346506551064	https://www.ncbi.nlm.nih.gov/gene/?term=2267
2272	FHIT	fragile histidine triad diadenosine triphosphatase	2272	0.504268550584089	https://www.ncbi.nlm.nih.gov/gene/?term=2272
2277	VEGFD	vascular endothelial growth factor D	2277	-1.93430260830918	https://www.ncbi.nlm.nih.gov/gene/?term=2277
2281	FKBP1B	FKBP prolyl isomerase 1B	2281	-1.1315336182939	https://www.ncbi.nlm.nih.gov/gene/?term=2281
22854	NTNG1	netrin G1	22854	1.32173051536485	https://www.ncbi.nlm.nih.gov/gene/?term=22854
22871	NLGN1	neuroligin 1	22871	-0.818071660573496	https://www.ncbi.nlm.nih.gov/gene/?term=22871
2289	FKBP5	FKBP prolyl isomerase 5	2289	-1.83652658495336	https://www.ncbi.nlm.nih.gov/gene/?term=2289
229	ALDOB	aldolase, fructose-bisphosphate B	229	2.03687217131961	https://www.ncbi.nlm.nih.gov/gene/?term=229
22914	KLRK1	killer cell lectin like receptor K1	22914	2.1889063053253	https://www.ncbi.nlm.nih.gov/gene/?term=22914
22925	PLA2R1	phospholipase A2 receptor 1	22925	0.558715342132808	https://www.ncbi.nlm.nih.gov/gene/?term=22925
22933	SIRT2	sirtuin 2	22933	4.63969119598581	https://www.ncbi.nlm.nih.gov/gene/?term=22933
22943	DKK1	dickkopf WNT signaling pathway inhibitor 1	22943	0.86355975228803	https://www.ncbi.nlm.nih.gov/gene/?term=22943
22978	NT5C2	5'-nucleotidase, cytosolic II	22978	-0.0469178065902814	https://www.ncbi.nlm.nih.gov/gene/?term=22978
2303	FOXC2	forkhead box C2	2303	3.46259326567415	https://www.ncbi.nlm.nih.gov/gene/?term=2303
2305	FOXM1	forkhead box M1	2305	-0.913011823444997	https://www.ncbi.nlm.nih.gov/gene/?term=2305
23070	CMTR1	cap methyltransferase 1	23070	1.68627451499059	https://www.ncbi.nlm.nih.gov/gene/?term=23070
23071	ERP44	endoplasmic reticulum protein 44	23071	0.993645504358568	https://www.ncbi.nlm.nih.gov/gene/?term=23071
2308	FOXO1	forkhead box O1	2308	-2.53124199957589	https://www.ncbi.nlm.nih.gov/gene/?term=2308
2309	FOXO3	forkhead box O3	2309	-1.46360551532683	https://www.ncbi.nlm.nih.gov/gene/?term=2309
231	AKR1B1	aldo-keto reductase family 1 member B	231	3.54447019625392	https://www.ncbi.nlm.nih.gov/gene/?term=231
23112	TNRC6B	trinucleotide repeat containing adaptor 6B	23112	-0.385909235716513	https://www.ncbi.nlm.nih.gov/gene/?term=23112
23166	STAB1	stabilin 1	23166	-1.35595989050485	https://www.ncbi.nlm.nih.gov/gene/?term=23166
23204	ARL6IP1	ADP ribosylation factor like GTPase 6 interacting protein 1	23204	-1.95732486343823	https://www.ncbi.nlm.nih.gov/gene/?term=23204
23208	SYT11	synaptotagmin 11	23208	1.44635799551099	https://www.ncbi.nlm.nih.gov/gene/?term=23208
2322	FLT3	fms related receptor tyrosine kinase 3	2322	-3.74953995891165	https://www.ncbi.nlm.nih.gov/gene/?term=2322
2323	FLT3LG	fms related receptor tyrosine kinase 3 ligand	2323	-1.03037636532598	https://www.ncbi.nlm.nih.gov/gene/?term=2323
23236	PLCB1	phospholipase C beta 1	23236	-1.74727648187154	https://www.ncbi.nlm.nih.gov/gene/?term=23236
2324	FLT4	fms related receptor tyrosine kinase 4	2324	2.95927532794082	https://www.ncbi.nlm.nih.gov/gene/?term=2324
23269	MGA	MAX dimerization protein MGA	23269	-0.418539201214633	https://www.ncbi.nlm.nih.gov/gene/?term=23269
23286	WWC1	WW and C2 domain containing 1	23286	0.273393377709978	https://www.ncbi.nlm.nih.gov/gene/?term=23286
23301	EHBP1	EH domain binding protein 1	23301	-1.55860232848407	https://www.ncbi.nlm.nih.gov/gene/?term=23301
23308	ICOSLG	inducible T cell costimulator ligand	23308	1.14714236054087	https://www.ncbi.nlm.nih.gov/gene/?term=23308
2335	FN1	fibronectin 1	2335	0.985641387935401	https://www.ncbi.nlm.nih.gov/gene/?term=2335
23386	NUDCD3	NudC domain containing 3	23386	-0.126672615169019	https://www.ncbi.nlm.nih.gov/gene/?term=23386
23406	COTL1	coactosin like F-actin binding protein 1	23406	-0.200879606408495	https://www.ncbi.nlm.nih.gov/gene/?term=23406
23410	SIRT3	sirtuin 3	23410	-1.88767736343018	https://www.ncbi.nlm.nih.gov/gene/?term=23410
23411	SIRT1	sirtuin 1	23411	-5.54717081861394	https://www.ncbi.nlm.nih.gov/gene/?term=23411
23433	RHOQ	ras homolog family member Q	23433	-0.058320782290287	https://www.ncbi.nlm.nih.gov/gene/?term=23433
23435	TARDBP	TAR DNA binding protein	23435	-2.34117675702135	https://www.ncbi.nlm.nih.gov/gene/?term=23435
23468	CBX5	chromobox 5	23468	-1.9185885553134	https://www.ncbi.nlm.nih.gov/gene/?term=23468
23469	PHF3	PHD finger protein 3	23469	2.08341714113196	https://www.ncbi.nlm.nih.gov/gene/?term=23469
23474	ETHE1	ETHE1 persulfide dioxygenase	23474	-0.252359989061826	https://www.ncbi.nlm.nih.gov/gene/?term=23474
23509	POFUT1	protein O-fucosyltransferase 1	23509	-1.26934883699	https://www.ncbi.nlm.nih.gov/gene/?term=23509
23543	RBFOX2	RNA binding fox-1 homolog 2	23543	3.25444367641848	https://www.ncbi.nlm.nih.gov/gene/?term=23543
23547	LILRA4	leukocyte immunoglobulin like receptor A4	23547	3.44222581899626	https://www.ncbi.nlm.nih.gov/gene/?term=23547
23586	RIGI	RNA sensor RIG-I	23586	-0.787848798110312	https://www.ncbi.nlm.nih.gov/gene/?term=23586
23604	DAPK2	death associated protein kinase 2	23604	1.01047749671843	https://www.ncbi.nlm.nih.gov/gene/?term=23604
23640	HSPBP1	HSPA (Hsp70) binding protein 1	23640	-0.120089357182347	https://www.ncbi.nlm.nih.gov/gene/?term=23640
23654	PLXNB2	plexin B2	23654	-1.92060191027586	https://www.ncbi.nlm.nih.gov/gene/?term=23654
23657	SLC7A11	solute carrier family 7 member 11	23657	-2.02451451608159	https://www.ncbi.nlm.nih.gov/gene/?term=23657
23670	CEMIP2	cell migration inducing hyaluronidase 2	23670	1.61585449290779	https://www.ncbi.nlm.nih.gov/gene/?term=23670
23705	CADM1	cell adhesion molecule 1	23705	0.77515035055235	https://www.ncbi.nlm.nih.gov/gene/?term=23705
23753	SDF2L1	stromal cell derived factor 2 like 1	23753	-2.83657939500674	https://www.ncbi.nlm.nih.gov/gene/?term=23753
23765	IL17RA	interleukin 17 receptor A	23765	-1.73136058074649	https://www.ncbi.nlm.nih.gov/gene/?term=23765
23769	FLRT1	fibronectin leucine rich transmembrane protein 1	23769	0.771968073511615	https://www.ncbi.nlm.nih.gov/gene/?term=23769
246243	RNASEH1	ribonuclease H1	246243	-0.221572234337701	https://www.ncbi.nlm.nih.gov/gene/?term=246243
246778	IL27	interleukin 27	246778	0.198943145125021	https://www.ncbi.nlm.nih.gov/gene/?term=246778
249	ALPL	alkaline phosphatase, biomineralization associated	249	1.29049380771178	https://www.ncbi.nlm.nih.gov/gene/?term=249
2495	FTH1	ferritin heavy chain 1	2495	-1.49869666476116	https://www.ncbi.nlm.nih.gov/gene/?term=2495
